Région;Ancienne région;Département;Zone d'emploi;EPCI;Nom commune;Commune;Grand secteur d'activité;Secteur NA17;Secteur NA38;Secteur NA88;APE;Code région;Code ancienne région;Code département;Code zone d'emploi;Code EPCI;Code commune;Code APE;Nombre d'établissements 2006;Effectifs salariés 2006;Nombre d'établissements 2007;Effectifs salariés 2007;Nombre d'établissements 2008;Effectifs salariés 2008;Nombre d'établissements 2009;Effectifs salariés 2009;Nombre d'établissements 2010;Effectifs salariés 2010;Nombre d'établissements 2011;Effectifs salariés 2011;Nombre d'établissements 2012;Effectifs salariés 2012;Nombre d'établissements 2013;Effectifs salariés 2013;Nombre d'établissements 2014;Effectifs salariés 2014;Nombre d'établissements 2015;Effectifs salariés 2015;Nombre d'établissements 2016;Effectifs salariés 2016;Nombre d'établissements 2017;Effectifs salariés 2017;Nombre d'établissements 2018;Effectifs salariés 2018;Nombre d'établissements 2019;Effectifs salariés 2019;Nombre d'établissements 2020;Effectifs salariés 2020;Nombre d'établissements 2021;Effectifs salariés 2021;Nombre d'établissements 2022;Effectifs salariés 2022;Nombre d'établissements 2023;Effectifs salariés 2023;Nombre d'établissements 2024;Effectifs salariés 2024
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS4 Hôtellerie-restauration;IZ Hébergement et restauration;IZ Hébergement et restauration;56 Restauration;5629B Autres services de restauration n.c.a.;11;11;92;1109;200054781;92009;5629B;3;58;2;42;2;44;3;51;5;85;5;85;5;89;5;90;5;87;4;51;4;60;3;64;3;57;3;57;4;57;5;55;5;39;5;36;7;73
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MA Activités juridiques, de conseil et d'ingénierie;"70 Activités des sièges sociaux ; conseil de gestion";7022Z Conseil pour les affaires et autres conseils de gestion;11;11;92;1109;200054781;92009;7022Z;17;71;14;52;13;28;12;132;13;131;16;137;15;135;18;143;20;145;20;139;24;142;25;142;30;163;30;181;31;185;40;197;46;209;49;648;52;630
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MA Activités juridiques, de conseil et d'ingénierie;"71 Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";7120B Analyses, essais et inspections techniques;11;11;92;1109;200054781;92009;7120B;;;;;;;;;1;1;1;1;1;1;1;1;1;0;;;;;;;;;;;;;;;;;;;;
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MC autres activités scientifiques et techniques;74 autres activités spécialisées, scientifiques et techniques;7420Z Activités photographiques;11;11;92;1109;200054781;92009;7420Z;2;3;2;4;2;4;1;1;1;4;1;4;2;5;2;5;2;5;2;11;2;9;2;7;1;4;1;6;1;6;1;5;1;6;1;5;1;5
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MC autres activités scientifiques et techniques;75 Activités vétérinaires;7500Z Activités vétérinaires;11;11;92;1109;200054781;92009;7500Z;1;4;1;5;1;3;1;6;1;5;1;5;2;7;2;7;2;6;2;6;2;5;2;7;2;6;2;6;2;6;2;22;2;5;2;7;2;6
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;77 Activités de location et location-bail;7739Z Location et location-bail d'autres machines, équipements et biens matériels n.c.a.;11;11;92;1109;200054781;92009;7739Z;;;1;3;1;6;1;7;1;8;1;11;1;16;1;20;1;20;1;18;1;30;1;32;1;28;1;31;1;31;1;30;1;32;1;33;1;34
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;77 Activités de location et location-bail;7740Z Location-bail de propriété intellectuelle et de produits similaires;11;11;92;1109;200054781;92009;7740Z;;;;;;;1;1;;;;;;;1;1;1;1;1;1;1;0;;;;;;;;;;;;;;;;
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;78 Activités liées à l'emploi;7830Z Autre mise à disposition de ressources humaines;11;11;92;1109;200054781;92009;7830Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;81 Services relatifs aux bâtiments et aménagement paysager;8129B Autres activités de nettoyage n.c.a.;11;11;92;1109;200054781;92009;8129B;1;7;1;4;1;4;1;3;1;6;1;7;1;9;1;5;1;11;1;16;1;10;1;11;1;8;1;11;1;12;1;11;1;8;1;9;1;8
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;82 Activités administratives et autres activités de soutien aux entreprises;8299Z Autres activités de soutien aux entreprises n.c.a.;11;11;92;1109;200054781;92009;8299Z;2;3;3;4;2;3;3;586;2;593;1;656;1;646;1;718;1;740;1;716;2;756;2;809;1;1014;1;1101;1;1072;3;1367;4;1386;4;1453;4;1434
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;PZ Education;85 Enseignement;8559A Formation continue d'adultes;11;11;92;1109;200054781;92009;8559A;4;70;3;70;4;89;5;98;5;76;3;63;3;58;3;56;3;54;2;3;1;2;1;2;1;2;1;2;1;2;1;3;1;4;1;4;2;5
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QA Activités pour la santé humaine;86 Activités pour la santé humaine;8623Z Pratique dentaire;11;11;92;1109;200054781;92009;8623Z;7;17;6;15;9;17;7;12;7;13;10;15;8;14;7;18;7;18;7;16;6;14;5;12;6;13;6;12;7;27;8;50;8;53;9;55;9;48
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QB Action sociale et hébergement médico-social;87 Hébergement médico-social et social;8710C Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé;11;11;92;1109;200054781;92009;8710C;1;39;1;41;1;39;1;41;1;38;1;44;1;46;1;43;1;39;1;40;1;41;1;37;1;47;1;45;1;46;1;36;1;47;1;42;1;40
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QB Action sociale et hébergement médico-social;88 Action sociale sans hébergement;8899B Action sociale sans hébergement n.c.a.;11;11;92;1109;200054781;92009;8899B;3;18;3;22;3;25;3;18;3;21;3;17;3;18;3;19;2;11;1;5;1;5;1;5;1;5;1;5;1;5;1;6;1;5;2;6;2;6
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;RU autres activités de services;RZ Arts, spectacles et activités récréatives;93 Activités sportives, récréatives et de loisirs;9313Z Activités des centres de culture physique;11;11;92;1109;200054781;92009;9313Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;4;;;;
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;96 autres services personnels;9602B Soins de beauté;11;11;92;1109;200054781;92009;9602B;4;15;4;12;6;17;6;15;9;24;6;22;9;24;11;22;8;25;11;29;11;26;14;29;12;31;11;26;12;27;12;32;11;34;11;30;11;34
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4329A Travaux d'isolation;11;11;92;1109;200054781;92009;4329A;;;;;;;;;;;1;2;1;0;1;2;1;4;1;2;;;;;;;;;;;;;;;;;;
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;45 Commerce et réparation d'automobiles et de motocycles;4540Z Commerce et réparation de motocycles;11;11;92;1109;200054781;92009;4540Z;;;;;;;;;;;;;;;1;1;1;4;1;5;1;4;1;1;1;2;1;2;1;1;;;;;;;;
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4690Z Commerce de gros (commerce interentreprises) non spécialisé;11;11;92;1109;200054781;92009;4690Z;;;;;;;;;;;;;;;;;2;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;3;13
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4711D Supermarchés;11;11;92;1109;200054781;92009;4711D;1;9;2;42;3;48;3;51;3;53;3;56;3;49;3;43;3;46;5;75;5;75;4;77;5;85;5;86;4;81;6;89;6;86;6;89;6;85
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4751Z Commerce de détail de textiles en magasin spécialisé;11;11;92;1109;200054781;92009;4751Z;1;1;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4753Z Commerce de détail de tapis, moquettes et revêtements de murs et de sols;11;11;92;1109;200054781;92009;4753Z;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4775Z Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé;11;11;92;1109;200054781;92009;4775Z;1;3;1;3;1;3;1;5;1;5;1;4;2;3;1;2;1;1;2;11;1;6;1;6;1;7;2;9;2;8;1;7;1;6;1;6;1;5
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS4 Hôtellerie-restauration;IZ Hébergement et restauration;IZ Hébergement et restauration;56 Restauration;5610C Restauration de type rapide;11;11;92;1109;200054781;92009;5610C;9;45;9;38;14;45;15;46;15;53;14;48;14;48;15;49;14;52;22;73;20;80;23;84;16;69;17;66;20;99;20;111;19;116;21;120;23;114
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;JZ Information et communication;JC Activités informatiques;62 Programmation, conseil et autres activités informatiques;6202B Tierce maintenance de systèmes et d'applications informatiques;11;11;92;1109;200054781;92009;6202B;;;1;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;JZ Information et communication;JC Activités informatiques;63 Services d'information;6399Z Autres services d'information n.c.a.;11;11;92;1109;200054781;92009;6399Z;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QA Activités pour la santé humaine;86 Activités pour la santé humaine;8622C Autres activités des médecins spécialistes;11;11;92;1109;200054781;92009;8622C;3;3;3;4;3;4;3;4;4;5;4;2;3;4;3;4;3;3;4;3;1;1;1;1;;;;;2;3;4;11;3;13;4;10;3;18
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;RU autres activités de services;RZ Arts, spectacles et activités récréatives;90 Activités créatives, artistiques et de spectacle;9002Z Activités de soutien au spectacle vivant;11;11;92;1109;200054781;92009;9002Z;;;1;7;2;11;;;1;13;1;14;2;16;2;13;2;8;1;3;;;;;;;;;;;;;;;1;1;;
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS1 Industrie;C1 Industries agro-alimentaires;CA Industries agro-alimentaires;10 Industries alimentaires;1071A Fabrication industrielle de pain et de pâtisserie fraîche;11;11;92;1109;200054781;92009;1071A;1;7;1;6;1;7;1;8;1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS1 Industrie;C5 autres produits industriels;"CM Industrie du meuble et diverses ; réparation et installation de machines";33 Réparation et installation de machines et d'équipements;3312Z Réparation de machines et équipements mécaniques;11;11;92;1109;200054781;92009;3312Z;1;3;1;3;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS2 Construction;FZ Construction;FZ Construction;41 Construction de bâtiments;4120B Construction d'autres bâtiments;11;11;92;1109;200054781;92009;4120B;1;1;1;1;1;1;1;2;1;5;1;4;1;4;1;8;2;11;2;5;1;5;2;10;2;26;1;25;1;20;1;21;1;17;1;18;1;15
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4321A Travaux d'installation électrique dans tous locaux;11;11;92;1109;200054781;92009;4321A;3;8;4;8;3;6;4;7;4;8;6;11;5;10;7;11;2;2;2;2;2;2;2;2;4;2;3;10;3;2;1;0;;;;;;
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4652Z Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques;11;11;92;1109;200054781;92009;4652Z;1;13;1;15;1;17;1;19;1;19;2;286;2;276;2;290;2;268;2;265;2;268;3;254;3;239;3;248;3;237;2;229;2;206;2;187;3;728
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4711A Commerce de détail de produits surgelés;11;11;92;1109;200054781;92009;4711A;1;11;1;8;1;6;1;6;1;6;1;6;1;8;1;8;1;8;1;6;1;6;1;7;1;5;1;6;1;7;1;9;1;6;1;9;1;10
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4711B Commerce d'alimentation générale;11;11;92;1109;200054781;92009;4711B;4;11;3;10;3;5;2;5;3;6;3;7;4;13;4;13;5;15;6;19;5;19;5;20;6;22;7;27;8;31;13;35;13;37;11;38;14;44
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4711C Supérettes;11;11;92;1109;200054781;92009;4711C;2;8;2;9;2;10;2;9;2;8;2;11;2;10;3;12;3;12;2;10;1;9;2;8;2;10;2;16;2;15;2;19;2;17;2;17;2;15
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4742Z Commerce de détail de matériels de télécommunication;11;11;92;1109;200054781;92009;4742Z;1;3;1;3;1;3;;;;;;;;;;;;;1;0;1;0;;;;;1;1;1;1;1;2;;;;;;
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4759B Commerce de détail d'autres équipements du foyer;11;11;92;1109;200054781;92009;4759B;1;1;;;;;;;;;;;;;1;3;1;2;1;2;1;3;1;3;1;4;1;3;1;3;;;;;;;;
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4762Z Commerce de détail de journaux et papeterie en magasin spécialisé;11;11;92;1109;200054781;92009;4762Z;3;4;3;5;3;2;2;2;1;1;1;1;1;1;1;1;2;2;2;2;3;2;3;5;3;4;3;3;2;2;1;2;3;4;2;2;2;2
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;JZ Information et communication;JA Edition et audiovisuel;"59 Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";5911B Production de films institutionnels et publicitaires;11;11;92;1109;200054781;92009;5911B;;;;;;;;;;;;;1;1;4;5;4;8;4;5;4;9;3;19;2;2;3;4;4;2;3;4;4;5;4;5;3;3
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;JZ Information et communication;JA Edition et audiovisuel;"59 Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";5920Z Enregistrement sonore et édition musicale;11;11;92;1109;200054781;92009;5920Z;2;3;2;3;1;3;2;3;2;3;2;2;1;1;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;;;2;2;1;1;1;2
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;JZ Information et communication;JC Activités informatiques;62 Programmation, conseil et autres activités informatiques;6202A Conseil en systèmes et logiciels informatiques;11;11;92;1109;200054781;92009;6202A;3;42;5;40;6;41;4;36;5;42;5;35;7;39;9;49;9;58;11;72;11;76;12;99;14;71;13;83;11;84;14;95;17;106;22;112;22;108
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;JZ Information et communication;JC Activités informatiques;63 Services d'information;6391Z Activités des agences de presse;11;11;92;1109;200054781;92009;6391Z;1;3;1;3;2;5;1;4;1;4;1;6;1;6;1;7;1;6;1;5;1;5;1;4;2;5;1;5;1;5;1;5;1;5;1;4;1;3
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;KZ Activités financières et d'assurance;KZ Activités financières et d'assurance;64 Activités des services financiers, hors assurance et caisses de retraite;6419Z Autres intermédiations monétaires;11;11;92;1109;200054781;92009;6419Z;13;91;13;77;13;78;14;87;15;88;15;91;15;90;15;84;14;76;14;71;14;78;13;72;13;78;11;83;11;74;11;71;11;71;11;69;11;63
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;KZ Activités financières et d'assurance;KZ Activités financières et d'assurance;66 Activités auxiliaires de services financiers et d'assurance;6619A Supports juridiques de gestion de patrimoine mobilier;11;11;92;1109;200054781;92009;6619A;1;1;1;1;1;1;2;4;2;5;2;4;2;4;2;5;2;4;1;3;1;3;2;3;2;3;3;5;2;3;2;3;3;4;3;3;2;2
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;KZ Activités financières et d'assurance;KZ Activités financières et d'assurance;66 Activités auxiliaires de services financiers et d'assurance;6630Z Gestion de fonds;11;11;92;1109;200054781;92009;6630Z;;;;;;;;;;;;;;;;;1;4;1;10;1;10;1;10;1;12;2;13;3;14;4;16;4;16;3;15;3;15
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;81 Services relatifs aux bâtiments et aménagement paysager;8122Z Autres activités de nettoyage des bâtiments et nettoyage industriel;11;11;92;1109;200054781;92009;8122Z;1;16;1;10;1;9;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;PZ Education;85 Enseignement;8552Z Enseignement culturel;11;11;92;1109;200054781;92009;8552Z;2;15;2;26;2;25;2;21;2;20;2;31;2;28;3;28;3;32;3;33;3;34;3;34;3;39;3;38;3;38;3;38;3;37;3;38;3;37
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;PZ Education;85 Enseignement;8553Z Enseignement de la conduite;11;11;92;1109;200054781;92009;8553Z;2;6;3;8;3;13;3;17;3;16;3;17;3;17;3;18;3;15;3;14;5;17;5;10;4;12;5;12;4;10;4;13;5;23;4;17;5;18
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QA Activités pour la santé humaine;86 Activités pour la santé humaine;8690B Laboratoires d'analyses médicales;11;11;92;1109;200054781;92009;8690B;;;;;;;;;1;8;1;10;1;9;1;6;1;5;1;6;1;6;1;6;1;6;1;6;1;7;1;5;1;9;1;6;1;7
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QB Action sociale et hébergement médico-social;88 Action sociale sans hébergement;8810C Aide par le travail;11;11;92;1109;200054781;92009;8810C;1;66;1;69;1;65;1;65;1;63;1;62;1;63;1;60;1;59;1;58;;;;;;;;;;;;;;;;;;
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QB Action sociale et hébergement médico-social;88 Action sociale sans hébergement;8891A Accueil de jeunes enfants;11;11;92;1109;200054781;92009;8891A;2;15;2;14;2;18;3;165;3;295;3;161;4;170;4;271;5;370;5;378;5;397;10;579;12;591;15;710;16;599;16;239;15;208;17;186;18;207
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;RU autres activités de services;RZ Arts, spectacles et activités récréatives;90 Activités créatives, artistiques et de spectacle;9003B Autre création artistique;11;11;92;1109;200054781;92009;9003B;;;1;1;;;1;0;;;;;;;;;;;;;;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;96 autres services personnels;9604Z Entretien corporel;11;11;92;1109;200054781;92009;9604Z;;;1;6;1;4;1;6;2;5;1;3;;;;;1;3;;;;;;;;;;;2;5;2;6;2;3;2;2;3;4
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;96 autres services personnels;9609Z Autres services personnels n.c.a.;11;11;92;1109;200054781;92009;9609Z;2;3;2;3;3;6;4;13;4;17;3;17;3;24;3;39;2;6;2;18;2;21;2;13;1;16;1;19;1;15;1;15;1;16;3;18;4;19
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS1 Industrie;C1 Industries agro-alimentaires;CA Industries agro-alimentaires;10 Industries alimentaires;1071B Cuisson de produits de boulangerie;11;11;92;1109;200054781;92009;1071B;;;1;1;1;1;;;;;;;;;;;;;;;;;1;2;1;2;1;3;1;1;;;;;;;;
Île-de-France;Île-de-France;Hauts-de-Seine;Paris;Métropole du Grand Paris;Bois-Colombes;92009 Bois-Colombes;GS1 Industrie;C5 autres produits industriels;CG Industrie des plastiques et autres produits non minéraux;22 Fabrication de produits en caoutchouc et en plastique;2222Z Fabrication d'emballages en matières plastiques;11;11;92;1109;200054781;92009;2222Z;1;11;1;11;1;9;1;10;1;8;1;8;1;8;1;8;1;6;1;5;1;5;1;5;1;4;1;5;1;5;;;;;;;;
