Région;Ancienne région;Département;Zone d'emploi;EPCI;Nom commune;Commune;Grand secteur d'activité;Secteur NA17;Secteur NA38;Secteur NA88;APE;Code région;Code ancienne région;Code département;Code zone d'emploi;Code EPCI;Code commune;Code APE;Nombre d'établissements 2006;Effectifs salariés 2006;Nombre d'établissements 2007;Effectifs salariés 2007;Nombre d'établissements 2008;Effectifs salariés 2008;Nombre d'établissements 2009;Effectifs salariés 2009;Nombre d'établissements 2010;Effectifs salariés 2010;Nombre d'établissements 2011;Effectifs salariés 2011;Nombre d'établissements 2012;Effectifs salariés 2012;Nombre d'établissements 2013;Effectifs salariés 2013;Nombre d'établissements 2014;Effectifs salariés 2014;Nombre d'établissements 2015;Effectifs salariés 2015;Nombre d'établissements 2016;Effectifs salariés 2016;Nombre d'établissements 2017;Effectifs salariés 2017;Nombre d'établissements 2018;Effectifs salariés 2018;Nombre d'établissements 2019;Effectifs salariés 2019;Nombre d'établissements 2020;Effectifs salariés 2020;Nombre d'établissements 2021;Effectifs salariés 2021;Nombre d'établissements 2022;Effectifs salariés 2022;Nombre d'établissements 2023;Effectifs salariés 2023;Nombre d'établissements 2024;Effectifs salariés 2024
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS1 Industrie;C1 Industries agro-alimentaires;CA Industries agro-alimentaires;10 Industries alimentaires;1032Z Préparation de jus de fruits et légumes;52;52;49;5202;244900015;49007;1032Z;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS1 Industrie;C5 autres produits industriels;"CM Industrie du meuble et diverses ; réparation et installation de machines";32 autres industries manufacturières;3250A Fabrication de matériel médico-chirurgical et dentaire;52;52;49;5202;244900015;49007;3250A;15;98;18;103;17;104;16;108;16;102;17;106;16;105;17;99;17;101;15;100;15;102;16;96;14;96;14;96;11;94;11;89;10;83;8;87;8;85
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS2 Construction;FZ Construction;FZ Construction;41 Construction de bâtiments;4110A Promotion immobilière de logements;52;52;49;5202;244900015;49007;4110A;10;82;10;92;10;77;8;81;9;76;9;97;9;97;12;119;10;117;8;114;8;105;8;99;9;91;9;85;7;73;9;85;12;94;11;78;9;41
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4322A Travaux d'installation d'eau et de gaz en tous locaux;52;52;49;5202;244900015;49007;4322A;8;110;9;106;9;103;7;98;10;91;10;84;10;76;12;72;12;61;11;54;9;52;11;57;9;58;9;63;9;69;12;85;10;84;8;65;10;62
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4329A Travaux d'isolation;52;52;49;5202;244900015;49007;4329A;1;8;2;12;3;13;3;15;2;20;2;31;1;16;1;23;1;37;2;49;2;63;4;68;4;71;4;44;7;60;6;43;7;20;5;10;5;15
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4333Z Travaux de revêtement des sols et des murs;52;52;49;5202;244900015;49007;4333Z;3;32;2;34;2;35;3;31;3;27;2;22;2;20;2;21;5;24;6;29;6;36;8;45;5;29;6;25;10;31;9;27;8;29;7;28;7;29
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4399D Autres travaux spécialisés de construction;52;52;49;5202;244900015;49007;4399D;2;17;3;13;3;17;4;32;3;14;3;16;4;17;3;13;4;12;2;11;2;11;1;5;1;5;1;5;1;5;1;6;1;5;2;5;2;6
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;45 Commerce et réparation d'automobiles et de motocycles;4531Z Commerce de gros d'équipements automobiles;52;52;49;5202;244900015;49007;4531Z;9;176;8;199;8;209;8;190;8;190;8;196;8;206;9;206;8;200;8;186;5;153;6;150;6;148;6;149;6;149;6;145;6;152;6;158;6;167
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;45 Commerce et réparation d'automobiles et de motocycles;4540Z Commerce et réparation de motocycles;52;52;49;5202;244900015;49007;4540Z;2;6;2;7;2;6;1;1;1;1;2;3;2;5;2;4;1;2;2;2;1;0;1;1;;;1;2;1;3;1;3;1;4;1;4;1;4
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4616Z Intermédiaires du commerce en textiles, habillement, fourrures;52;52;49;5202;244900015;49007;4616Z;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4619A Centrales d'achat non alimentaires;52;52;49;5202;244900015;49007;4619A;;;;;1;15;1;15;1;15;1;16;1;19;1;18;1;11;;;;;;;;;;;;;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4669C Commerce de gros (commerce interentreprises) de fournitures;52;52;49;5202;244900015;49007;4669C;1;7;3;9;2;3;2;3;1;1;3;3;3;4;3;5;3;4;3;4;3;5;3;4;3;4;3;4;3;5;1;1;1;1;1;1;1;1
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4676Z Commerce de gros (commerce interentreprises) d'autres produits intermédiaires;52;52;49;5202;244900015;49007;4676Z;1;11;1;10;1;8;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;2;7;1;6;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4711A Commerce de détail de produits surgelés;52;52;49;5202;244900015;49007;4711A;4;33;4;33;4;19;5;16;5;18;5;17;5;20;5;17;4;15;4;15;4;21;4;16;4;21;4;19;5;29;5;27;5;20;4;16;4;19
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4719A Grands magasins;52;52;49;5202;244900015;49007;4719A;1;117;1;98;1;94;1;88;1;96;1;99;1;90;1;89;1;88;1;89;1;85;1;84;1;85;1;87;1;82;1;75;1;80;1;76;1;75
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4725Z Commerce de détail de boissons en magasin spécialisé;52;52;49;5202;244900015;49007;4725Z;9;15;6;12;8;13;9;16;9;16;8;16;11;19;9;20;9;19;11;21;12;23;14;27;16;26;15;29;15;27;14;28;14;26;13;24;14;24
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4752B Commerce de détail de quincaillerie, peintures et verres en grandes surfaces;52;52;49;5202;244900015;49007;4752B;2;13;1;3;2;6;1;2;;;;;;;;;1;1;1;1;1;1;;;;;;;;;1;7;1;9;1;6;1;7
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4759A Commerce de détail de meubles;52;52;49;5202;244900015;49007;4759A;42;318;39;324;39;324;39;270;38;315;34;303;32;269;32;226;28;206;29;209;28;195;27;200;28;217;28;231;29;235;30;247;27;235;26;216;28;211
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4759B Commerce de détail d'autres équipements du foyer;52;52;49;5202;244900015;49007;4759B;29;109;31;122;30;109;25;94;23;103;21;89;21;78;18;61;19;62;14;53;13;55;12;50;13;48;15;52;17;66;17;77;17;54;17;52;14;44
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4765Z Commerce de détail de jeux et jouets en magasin spécialisé;52;52;49;5202;244900015;49007;4765Z;11;56;9;49;8;50;9;53;9;42;9;44;9;43;8;37;8;40;8;39;8;39;8;35;8;37;8;43;8;45;8;48;11;46;12;63;12;61
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4773Z Commerce de détail de produits pharmaceutiques en magasin spécialisé;52;52;49;5202;244900015;49007;4773Z;50;355;48;357;49;356;49;355;49;341;49;340;49;336;49;336;48;346;47;339;43;310;42;309;43;308;43;309;41;303;42;393;43;370;42;357;42;344
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4776Z Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie;52;52;49;5202;244900015;49007;4776Z;22;79;21;87;19;81;22;77;21;72;17;58;19;55;19;59;17;56;21;60;19;60;18;58;15;56;16;53;12;45;15;52;16;53;16;51;16;53
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4777Z Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé;52;52;49;5202;244900015;49007;4777Z;23;78;23;86;25;97;26;90;28;93;29;97;27;89;27;87;27;80;25;73;23;79;22;70;21;65;21;71;21;66;22;77;21;82;23;80;25;91
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4779Z Commerce de détail de biens d'occasion en magasin;52;52;49;5202;244900015;49007;4779Z;10;34;8;29;9;39;8;32;12;33;11;32;9;28;8;24;9;26;8;22;8;30;7;29;7;31;7;29;7;27;7;29;7;34;8;31;9;33
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS4 Hôtellerie-restauration;IZ Hébergement et restauration;IZ Hébergement et restauration;56 Restauration;5630Z Débits de boissons;52;52;49;5202;244900015;49007;5630Z;78;231;74;236;77;241;79;224;68;203;74;210;66;181;68;174;68;176;64;169;65;203;74;247;77;271;88;313;95;294;107;409;103;421;108;467;112;444
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS5 Autres services marchands hors intérim;KZ Activités financières et d'assurance;KZ Activités financières et d'assurance;66 Activités auxiliaires de services financiers et d'assurance;6622Z Activités des agents et courtiers d'assurances;52;52;49;5202;244900015;49007;6622Z;56;226;59;232;57;272;51;269;55;276;52;316;57;335;56;288;55;308;53;311;53;311;55;296;50;211;47;355;44;352;46;341;49;361;46;328;44;295
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;77 Activités de location et location-bail;7740Z Location-bail de propriété intellectuelle et de produits similaires;52;52;49;5202;244900015;49007;7740Z;1;2;1;2;1;3;1;7;1;9;1;10;1;13;1;12;1;15;2;15;2;16;2;17;2;19;2;12;2;5;2;6;3;7;3;7;1;4
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;80 Enquêtes et sécurité;8010Z Activités de sécurité privée;52;52;49;5202;244900015;49007;8010Z;10;398;9;153;5;137;7;151;6;95;6;77;6;49;6;57;6;60;6;50;7;68;7;99;9;220;9;382;7;253;8;235;7;239;7;138;5;85
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;82 Activités administratives et autres activités de soutien aux entreprises;8292Z Activités de conditionnement;52;52;49;5202;244900015;49007;8292Z;4;90;4;85;4;131;4;137;4;164;4;154;5;174;5;192;5;207;5;151;5;123;5;238;5;193;5;215;5;168;4;127;4;120;5;128;4;121
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;PZ Education;85 Enseignement;8520Z Enseignement primaire;52;52;49;5202;244900015;49007;8520Z;17;169;15;156;14;152;14;159;14;153;14;155;14;154;14;160;16;167;14;161;14;164;15;180;15;161;13;133;13;137;13;141;14;158;14;156;14;154
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;PZ Education;85 Enseignement;8553Z Enseignement de la conduite;52;52;49;5202;244900015;49007;8553Z;27;77;26;84;25;89;26;93;26;82;28;92;29;95;30;97;30;94;30;97;30;94;27;90;31;106;32;97;28;86;30;102;29;102;31;103;30;87
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;PZ Education;85 Enseignement;8559A Formation continue d'adultes;52;52;49;5202;244900015;49007;8559A;36;745;37;784;39;755;37;698;36;689;36;663;36;654;36;644;35;612;32;607;38;633;41;619;43;622;44;642;45;637;49;639;52;720;50;710;50;689
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;PZ Education;85 Enseignement;8559B Autres enseignements;52;52;49;5202;244900015;49007;8559B;23;230;24;260;25;222;23;223;26;200;26;247;28;293;24;254;26;253;25;241;22;234;22;260;23;280;25;249;25;215;25;228;22;212;24;225;21;192
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QA Activités pour la santé humaine;86 Activités pour la santé humaine;8690D Activités des infirmiers et des sages-femmes;52;52;49;5202;244900015;49007;8690D;11;92;11;99;12;148;10;138;9;149;10;158;11;171;10;169;10;173;11;175;12;176;12;183;12;169;12;240;12;255;13;265;13;240;10;248;9;208
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QB Action sociale et hébergement médico-social;87 Hébergement médico-social et social;8720B Hébergement social pour toxicomanes;52;52;49;5202;244900015;49007;8720B;1;13;1;12;1;11;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS5 Autres services marchands hors intérim;RU autres activités de services;RZ Arts, spectacles et activités récréatives;93 Activités sportives, récréatives et de loisirs;9313Z Activités des centres de culture physique;52;52;49;5202;244900015;49007;9313Z;1;8;1;5;1;5;1;5;5;9;5;14;5;13;5;14;6;15;6;16;6;26;6;25;8;31;9;32;10;52;12;63;12;62;12;68;13;63
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;94 Activités des organisations associatives;9411Z Activités des organisations patronales et consulaires;52;52;49;5202;244900015;49007;9411Z;19;227;20;230;21;262;21;254;22;255;20;245;20;253;21;256;21;248;21;176;20;184;21;187;18;181;18;176;18;182;17;164;18;170;19;196;19;183
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;94 Activités des organisations associatives;9412Z Activités des organisations professionnelles;52;52;49;5202;244900015;49007;9412Z;10;29;8;26;8;33;8;32;8;31;6;23;6;26;6;23;6;24;6;25;7;32;8;28;7;28;7;28;8;28;8;32;8;32;8;34;9;30
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;94 Activités des organisations associatives;9499Z Autres organisations fonctionnant par adhésion volontaire;52;52;49;5202;244900015;49007;9499Z;149;636;150;686;153;729;168;853;172;813;160;799;157;797;159;818;160;810;168;798;161;774;165;778;159;759;154;778;152;794;156;875;153;845;147;796;143;801
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;96 autres services personnels;9601B Blanchisserie-teinturerie de détail;52;52;49;5202;244900015;49007;9601B;12;44;15;41;11;25;16;37;15;35;13;32;13;31;15;35;12;27;11;31;11;29;11;24;12;27;13;30;13;29;12;34;11;30;10;40;9;34
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Angers;49007 Angers;GS5 Autres services marchands hors intérim;RU autres activités de services;SZ autres activités de services;96 autres services personnels;9602B Soins de beauté;52;52;49;5202;244900015;49007;9602B;18;50;16;51;21;66;23;66;24;74;27;76;26;73;24;68;23;73;21;66;20;74;23;83;23;83;27;86;27;90;31;94;31;113;29;105;33;114
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Avrillé;49015 Avrillé;GS2 Construction;FZ Construction;FZ Construction;42 Génie civil;4222Z Construction de réseaux électriques et de télécommunications;52;52;49;5202;244900015;49015;4222Z;;;;;;;1;7;1;23;1;25;1;26;1;24;1;20;1;17;1;26;1;22;1;18;1;19;1;21;2;25;2;27;1;25;1;24
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Avrillé;49015 Avrillé;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4730Z Commerce de détail de carburants en magasin spécialisé;52;52;49;5202;244900015;49015;4730Z;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Avrillé;49015 Avrillé;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4751Z Commerce de détail de textiles en magasin spécialisé;52;52;49;5202;244900015;49015;4751Z;2;7;2;6;2;5;2;6;2;7;2;6;1;5;2;6;2;3;2;6;2;5;2;4;2;4;2;4;2;4;2;4;1;3;1;3;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Avrillé;49015 Avrillé;GS5 Autres services marchands hors intérim;LZ Activités immobilières;LZ Activités immobilières;68 Activités immobilières;6820A Location de logements;52;52;49;5202;244900015;49015;6820A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Avrillé;49015 Avrillé;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MA Activités juridiques, de conseil et d'ingénierie;69 Activités juridiques et comptables;6910Z Activités juridiques;52;52;49;5202;244900015;49015;6910Z;2;17;2;17;2;15;2;13;2;13;2;13;2;12;2;12;2;10;3;12;2;11;2;13;2;13;2;12;2;15;1;16;1;16;1;14;1;17
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Avrillé;49015 Avrillé;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MB Recherche et développement;72 Recherche-développement scientifique;7219Z Recherche-développement en autres sciences physiques et naturelles;52;52;49;5202;244900015;49015;7219Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;8
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Avrillé;49015 Avrillé;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";NZ Activités de services administratifs et de soutien;82 Activités administratives et autres activités de soutien aux entreprises;8211Z Services administratifs combinés de bureau;52;52;49;5202;244900015;49015;8211Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;3
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Avrillé;49015 Avrillé;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QB Action sociale et hébergement médico-social;87 Hébergement médico-social et social;8710B Hébergement médicalisé pour enfants handicapés;52;52;49;5202;244900015;49015;8710B;1;21;1;23;1;21;1;22;1;23;1;20;1;19;1;20;1;20;1;21;1;21;1;22;1;17;1;19;1;23;1;22;1;22;1;23;1;24
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Avrillé;49015 Avrillé;GS7 Services non marchands;OQ Administrations publiques, défense, enseignement, santé humaine et action sociale;QB Action sociale et hébergement médico-social;87 Hébergement médico-social et social;8730A Hébergement social pour personnes âgées;52;52;49;5202;244900015;49015;8730A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;22;2;21
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Bouchemaine;49035 Bouchemaine;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4639B Commerce de gros (commerce interentreprises) alimentaire non spécialisé;52;52;49;5202;244900015;49035;4639B;;;;;;;;;;;;;1;5;1;6;1;6;1;5;1;4;1;3;1;3;1;4;1;4;1;4;1;3;1;1;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Bouchemaine;49035 Bouchemaine;GS4 Hôtellerie-restauration;IZ Hébergement et restauration;IZ Hébergement et restauration;56 Restauration;5610A Restauration traditionnelle;52;52;49;5202;244900015;49035;5610A;4;13;5;23;5;19;6;24;6;27;6;28;6;24;6;22;6;22;6;28;6;28;5;21;6;16;6;25;5;27;5;28;5;33;5;29;6;37
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Bouchemaine;49035 Bouchemaine;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MA Activités juridiques, de conseil et d'ingénierie;69 Activités juridiques et comptables;6920Z Activités comptables;52;52;49;5202;244900015;49035;6920Z;;;;;;;;;;;1;1;1;2;1;2;1;3;;;;;;;;;;;1;1;1;1;1;1;1;1;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté urbaine Angers Loire Métropole;Bouchemaine;49035 Bouchemaine;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MC autres activités scientifiques et techniques;75 Activités vétérinaires;7500Z Activités vétérinaires;52;52;49;5202;244900015;49035;7500Z;1;1;2;1;2;3;1;5;1;3;1;5;1;4;1;6;1;3;1;2;1;2;1;2;1;3;1;3;1;0;1;0;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Loire Layon Aubance;Brissac Loire Aubance;49050 Brissac Loire Aubance;GS1 Industrie;C3 Equipements électriques, électroniques, informatiques;CJ Fabrication d'équipements électriques;27 Fabrication d'équipements électriques;2740Z Fabrication d'appareils d'éclairage électrique;52;52;49;5202;200071553;49050;2740Z;1;4;1;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pays de la Loire;Pays de la Loire;Maine-et-Loire;Angers;Communauté de communes Loire Layon Aubance;Brissac Loire Aubance;49050 Brissac Loire Aubance;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4651Z Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques;52;52;49;5202;200071553;49050;4651Z;1;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;1;1;1;1;1;1;1;1;3;1;3;1;3;1;5
